league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2023,1611661321,DAL,Dallas Wings,40,22,18,0.55,1295,2926,0.443,270,853,0.317,654,811,0.806,471,1076,1547,813,303,171,550.0,754,3514,1605.0,106.9,103.5,3.5,98.21,3286,0.535,0.489,0.525,0.369,0.727,0.167,0.277,0.504,0.175,0.273,0.293,3396.0,1211.0,2729.0,646.0,800.0,575.0,318.0,964.0,nba_api:leaguedashteamstats,2.2930584311018958,5.282403330488549,-2.989344899386653,-0.6569415688981044
WNBA,2023,1611661325,IND,Indiana Fever,40,13,27,0.325,1207,2730,0.442,269,791,0.34,557,711,0.783,357,1004,1361,720,260,119,595.0,787,3240,1615.0,101.8,106.3,-4.5,94.83,3182,0.532,0.491,0.462,0.314,0.705,0.187,0.26,0.509,0.166,0.295,0.309,3402.0,1196.0,2688.0,667.0,831.0,531.0,303.0,997.0,nba_api:leaguedashteamstats,-3.8221589602024464,-1.4910638707280013,-2.331095089474445,0.22784103979755344
WNBA,2023,1611661319,LVA,Las Vegas Aces,40,34,6,0.85,1344,2767,0.486,371,996,0.372,654,779,0.84,246,1147,1393,868,321,191,470.0,638,3713,1600.0,113.0,97.7,15.3,98.57,3285,0.597,0.553,0.592,0.237,0.733,0.143,0.282,0.48,0.169,0.267,0.221,3211.0,1210.0,2841.0,485.0,627.0,555.0,320.0,1053.0,nba_api:leaguedashteamstats,11.070895057270166,9.659451148575227,1.4114439086949382,-1.479104942729835
WNBA,2023,1611661320,LAS,Los Angeles Sparks,40,17,23,0.425,1136,2672,0.425,260,780,0.333,624,762,0.819,266,993,1259,760,339,114,551.0,676,3156,1605.0,98.0,100.0,-1.9,96.31,3219,0.525,0.474,0.48,0.253,0.727,0.171,0.285,0.513,0.198,0.273,0.253,3221.0,1201.0,2629.0,524.0,666.0,637.0,287.0,1112.0,nba_api:leaguedashteamstats,-1.610758689499869,-4.21187765531171,2.601118965811841,0.01424131050013111
WNBA,2023,1611661324,MIN,Minnesota Lynx,40,19,21,0.475,1174,2701,0.435,270,832,0.325,588,735,0.8,318,1052,1370,777,257,105,569.0,675,3206,1610.0,99.8,105.7,-5.9,95.84,3213,0.53,0.485,0.472,0.277,0.701,0.177,0.272,0.509,0.166,0.299,0.23,3399.0,1258.0,2820.0,527.0,650.0,535.0,347.0,1061.0,nba_api:leaguedashteamstats,-3.8552619823347936,-2.102953787426742,-1.7523081949080517,0.9697380176652066
WNBA,2023,1611661313,NYL,New York Liberty,40,32,8,0.8,1286,2797,0.46,444,1187,0.374,553,667,0.829,347,1168,1515,965,266,178,568.0,640,3569,1615.0,109.6,99.4,10.3,96.56,3255,0.577,0.539,0.577,0.308,0.733,0.175,0.238,0.476,0.16,0.267,0.233,3222.0,1201.0,2834.0,522.0,661.0,518.0,320.0,999.0,nba_api:leaguedashteamstats,7.450970329711517,6.071331846344879,1.3796384833666373,-1.224029670288484
WNBA,2023,1611661317,PHO,Phoenix Mercury,40,9,31,0.225,1136,2558,0.444,271,827,0.328,521,649,0.803,264,971,1235,763,227,170,644.0,753,3064,1605.0,97.6,107.9,-10.3,94.01,3139,0.539,0.497,0.443,0.27,0.674,0.205,0.254,0.506,0.162,0.326,0.278,3396.0,1232.0,2748.0,617.0,765.0,509.0,358.0,997.0,nba_api:leaguedashteamstats,-7.66973226657251,-6.021771941128614,-1.6479603254438953,0.6302677334274911
WNBA,2023,1611661328,SEA,Seattle Storm,40,11,29,0.275,1114,2718,0.41,340,968,0.351,585,744,0.786,329,1067,1396,706,279,178,616.0,717,3153,1605.0,96.9,104.0,-7.1,97.23,3254,0.518,0.472,0.44,0.284,0.716,0.189,0.274,0.503,0.17,0.284,0.264,3378.0,1238.0,2763.0,600.0,730.0,551.0,327.0,1112.0,nba_api:leaguedashteamstats,-4.578200549964961,-3.605251095196777,-0.9729494547681847,1.0467994500350386
WNBA,2023,1611661322,WAS,Washington Mystics,40,19,21,0.475,1156,2699,0.428,310,923,0.336,599,728,0.823,263,1028,1291,768,309,130,529.0,743,3221,1605.0,99.9,100.3,-0.4,96.4,3223,0.533,0.486,0.493,0.24,0.714,0.164,0.27,0.496,0.192,0.286,0.299,3235.0,1146.0,2629.0,626.0,786.0,620.0,290.0,1146.0,nba_api:leaguedashteamstats,-0.29606076898798106,-2.431103578209584,2.135042809221603,0.05393923101201892
WNBA,2024,1611661330,ATL,Atlanta Dream,40,15,25,0.375,1112,2723,0.408,239,775,0.308,617,799,0.772,369,1075,1444,735,288,148,551.0,674,3080,1615.0,96.6,100.1,-3.6,94.75,3190,0.501,0.452,0.476,0.308,0.731,0.173,0.294,0.488,0.17,0.269,0.261,3190.0,1156.0,2695.0,560.0,703.0,541.0,298.0,1086.0,nba_api:leaguedashteamstats,-2.3962039623487392,-4.624635311405508,2.228431349056769,0.3537960376512608
WNBA,2024,1611661329,CHI,Chicago Sky,40,13,27,0.325,1188,2813,0.422,193,597,0.323,527,710,0.742,434,1030,1464,759,280,151,571.0,761,3096,1600.0,97.0,103.5,-6.5,95.72,3191,0.495,0.457,0.444,0.341,0.713,0.179,0.252,0.499,0.169,0.287,0.295,3301.0,1202.0,2694.0,614.0,794.0,540.0,312.0,1038.0,nba_api:leaguedashteamstats,-4.3949459084523035,-4.155704746260158,-0.23924116219214575,0.7300540915476965
WNBA,2024,1611661323,CON,Connecticut Sun,40,28,12,0.7,1170,2637,0.444,235,719,0.327,629,835,0.753,334,1004,1338,796,326,146,533.0,645,3204,1610.0,102.3,94.1,8.1,93.32,3133,0.533,0.488,0.547,0.308,0.727,0.17,0.317,0.482,0.209,0.273,0.262,2944.0,1086.0,2520.0,514.0,660.0,652.0,280.0,989.0,nba_api:leaguedashteamstats,5.562833500186712,-2.440532952758324,8.003366452945036,-0.937166499813288
WNBA,2024,1611661321,DAL,Dallas Wings,40,9,31,0.225,1266,2841,0.446,250,767,0.326,586,746,0.786,419,971,1390,817,285,158,626.0,739,3368,1615.0,102.1,111.7,-9.5,98.05,3298,0.531,0.49,0.445,0.346,0.685,0.19,0.263,0.536,0.166,0.315,0.293,3685.0,1339.0,2819.0,665.0,825.0,549.0,351.0,970.0,nba_api:leaguedashteamstats,-6.9989489223859485,3.6071583337663933,-10.606107256152342,0.9260510776140514
WNBA,2024,1611661325,IND,Indiana Fever,40,20,20,0.5,1250,2741,0.456,368,1034,0.356,531,685,0.775,331,1071,1402,816,235,173,612.0,726,3399,1605.0,104.2,107.5,-3.4,97.54,3263,0.559,0.523,0.48,0.293,0.713,0.188,0.25,0.507,0.149,0.287,0.284,3506.0,1246.0,2823.0,645.0,803.0,487.0,326.0,1016.0,nba_api:leaguedashteamstats,-1.7415802702125802,4.453653132738931,-6.195233402951511,0.9334197297874196
WNBA,2024,1611661319,LVA,Las Vegas Aces,40,27,13,0.675,1236,2725,0.454,376,1058,0.355,607,733,0.828,223,1141,1364,820,282,198,466.0,661,3455,1605.0,106.1,99.6,6.5,97.3,3257,0.567,0.523,0.542,0.213,0.74,0.143,0.269,0.488,0.164,0.26,0.248,3236.0,1202.0,2779.0,524.0,689.0,533.0,295.0,1123.0,nba_api:leaguedashteamstats,4.796328950484882,4.308709526840272,0.48761942364460964,-0.6786710495151178
WNBA,2024,1611661320,LAS,Los Angeles Sparks,40,8,32,0.2,1124,2655,0.423,289,902,0.32,599,783,0.765,294,1013,1307,787,292,129,639.0,715,3136,1605.0,97.0,105.7,-8.6,96.79,3232,0.523,0.478,0.437,0.293,0.714,0.198,0.295,0.522,0.167,0.286,0.268,3425.0,1267.0,2730.0,576.0,733.0,541.0,318.0,1042.0,nba_api:leaguedashteamstats,-6.113544844916891,-2.6928141299763704,-3.420730714940521,1.1114551550831084
WNBA,2024,1611661324,MIN,Minnesota Lynx,40,30,10,0.75,1205,2692,0.448,380,1000,0.38,489,619,0.79,297,1073,1370,921,343,168,570.0,654,3279,1615.0,102.8,94.8,8.0,94.83,3190,0.553,0.518,0.561,0.266,0.682,0.179,0.23,0.46,0.197,0.318,0.23,3024.0,1127.0,2749.0,497.0,631.0,629.0,374.0,1037.0,nba_api:leaguedashteamstats,5.6888068035229145,-0.42662772009622163,6.115434523619136,-0.6861931964770855
WNBA,2024,1611661313,NYL,New York Liberty,40,32,8,0.8,1230,2747,0.448,405,1160,0.349,559,687,0.814,338,1125,1463,911,316,179,553.0,615,3424,1600.0,107.0,95.3,11.7,96.15,3201,0.561,0.521,0.577,0.299,0.743,0.173,0.25,0.476,0.175,0.257,0.217,3058.0,1162.0,2732.0,455.0,592.0,560.0,296.0,1010.0,nba_api:leaguedashteamstats,7.266193323470444,2.8983811685655736,4.36781215490487,-1.8838066765295567
WNBA,2024,1611661317,PHO,Phoenix Mercury,40,19,21,0.475,1164,2652,0.439,341,1045,0.326,589,737,0.799,269,1024,1293,794,264,189,564.0,675,3258,1610.0,101.3,105.4,-4.1,95.88,3216,0.547,0.503,0.481,0.247,0.674,0.175,0.278,0.496,0.163,0.326,0.243,3390.0,1237.0,2869.0,542.0,698.0,523.0,406.0,1073.0,nba_api:leaguedashteamstats,-2.946781146867318,0.17367377007790186,-3.12045491694522,0.35321885313268186
WNBA,2024,1611661328,SEA,Seattle Storm,40,25,15,0.625,1242,2852,0.435,242,840,0.288,603,718,0.84,346,1040,1386,826,372,206,523.0,660,3329,1610.0,102.1,96.4,5.6,97.31,3262,0.525,0.478,0.533,0.295,0.7,0.16,0.252,0.477,0.2,0.3,0.268,3150.0,1152.0,2707.0,569.0,726.0,652.0,355.0,1086.0,nba_api:leaguedashteamstats,3.749139160162362,0.804900219388033,2.944238940774329,-0.7258608398376376
WNBA,2024,1611661322,WAS,Washington Mystics,40,14,26,0.35,1161,2681,0.433,389,1064,0.366,461,601,0.767,283,991,1274,863,291,137,642.0,737,3172,1610.0,98.0,101.7,-3.8,96.49,3238,0.538,0.506,0.476,0.27,0.69,0.198,0.224,0.502,0.199,0.31,0.303,3291.0,1172.0,2643.0,636.0,800.0,643.0,326.0,1088.0,nba_api:leaguedashteamstats,-2.471296682643516,-1.906161290880513,-0.5651353917630031,0.503703317356484
WNBA,2025,1611661330,ATL,Atlanta Dream,44,30,14,0.682,1323,2984,0.443,421,1248,0.337,645,821,0.786,390,1219,1609,942,299,198,552.0,696,3712,1765.0,108.2,98.9,9.3,93.08,3430,0.555,0.514,0.559,0.32,0.737,0.161,0.275,0.478,0.157,0.263,0.234,3378.0,1275.0,2970.0,538.0,694.0,537.0,309.0,1072.0,nba_api:leaguedashteamstats,6.151988242502779,1.8586300093490316,4.293358233153747,-1.4389208484063118
WNBA,2025,1611661329,CHI,Chicago Sky,44,10,34,0.227,1234,2903,0.425,293,889,0.33,574,752,0.763,430,1131,1561,850,266,184,745.0,782,3335,1760.0,97.0,109.9,-12.8,93.75,3437,0.516,0.476,0.425,0.355,0.701,0.217,0.259,0.521,0.152,0.299,0.28,3777.0,1359.0,3005.0,645.0,840.0,522.0,384.0,1050.0,nba_api:leaguedashteamstats,-8.232791804151372,-5.028583371068591,-3.2042084330827807,1.812662741303173
WNBA,2025,1611661323,CON,Connecticut Sun,44,11,33,0.25,1215,2951,0.412,271,896,0.302,636,802,0.793,376,1026,1402,765,345,161,615.0,863,3337,1765.0,95.9,108.8,-12.9,94.57,3479,0.505,0.458,0.414,0.296,0.672,0.177,0.272,0.53,0.188,0.328,0.322,3782.0,1340.0,2878.0,732.0,927.0,652.0,387.0,1168.0,nba_api:leaguedashteamstats,-8.372666757642826,-4.959525308362036,-3.413141449280789,1.7409696059935378
WNBA,2025,1611661321,DAL,Dallas Wings,44,10,34,0.227,1328,3143,0.423,289,950,0.304,649,809,0.802,442,1115,1557,888,323,175,610.0,833,3594,1765.0,101.6,109.1,-7.5,96.34,3537,0.514,0.469,0.446,0.335,0.709,0.172,0.257,0.531,0.167,0.291,0.326,3871.0,1350.0,2939.0,749.0,957.0,593.0,358.0,1161.0,nba_api:leaguedashteamstats,-5.139372898711802,0.7916444403623286,-5.93101733907413,1.1560816467427442
WNBA,2025,1611661331,GSV,Golden State Valkyries,44,23,21,0.523,1167,2867,0.407,427,1314,0.325,659,809,0.815,384,1170,1554,815,301,126,623.0,772,3420,1765.0,101.5,99.8,1.7,91.55,3368,0.531,0.482,0.504,0.313,0.706,0.185,0.282,0.472,0.167,0.294,0.274,3359.0,1173.0,2899.0,624.0,794.0,562.0,370.0,1095.0,nba_api:leaguedashteamstats,1.2078467726736237,-4.5628410483945805,5.770687821068204,-0.17851686369001274
WNBA,2025,1611661325,IND,Indiana Fever,44,24,20,0.545,1380,3025,0.456,365,1056,0.346,609,791,0.77,389,1081,1470,906,339,121,615.0,820,3734,1765.0,106.2,101.8,4.5,95.71,3515,0.554,0.517,0.521,0.313,0.702,0.175,0.261,0.503,0.19,0.298,0.296,3586.0,1299.0,2892.0,674.0,857.0,669.0,347.0,1093.0,nba_api:leaguedashteamstats,2.476825230958659,2.7398095058909107,-0.2629842749322515,-0.8868111326777046
WNBA,2025,1611661319,LVA,Las Vegas Aces,44,30,14,0.682,1305,2975,0.439,400,1138,0.351,670,813,0.824,356,1118,1474,861,329,216,572.0,730,3680,1760.0,105.9,101.9,3.9,94.92,3476,0.552,0.506,0.517,0.277,0.687,0.165,0.273,0.489,0.172,0.313,0.244,3552.0,1317.0,3021.0,600.0,736.0,598.0,382.0,1159.0,nba_api:leaguedashteamstats,3.1525320941539503,2.114881824687516,1.0376502694664342,0.24344118506304113
WNBA,2025,1611661320,LAS,Los Angeles Sparks,44,21,23,0.477,1349,2952,0.457,380,1127,0.337,691,898,0.769,351,1113,1464,911,319,136,660.0,742,3769,1775.0,105.2,108.5,-3.3,96.84,3584,0.563,0.521,0.479,0.295,0.692,0.184,0.304,0.524,0.166,0.308,0.231,3882.0,1422.0,3136.0,593.0,723.0,594.0,399.0,1104.0,nba_api:leaguedashteamstats,-2.058936822750243,4.689782645736587,-6.74871946848683,0.5092449954315752
WNBA,2025,1611661324,MIN,Minnesota Lynx,44,34,10,0.773,1414,2997,0.472,422,1116,0.378,537,707,0.76,376,1128,1504,1026,361,211,571.0,704,3787,1765.0,109.5,97.5,12.1,94.06,3457,0.572,0.542,0.582,0.298,0.687,0.165,0.236,0.481,0.196,0.313,0.229,3373.0,1251.0,2959.0,526.0,679.0,677.0,394.0,1071.0,nba_api:leaguedashteamstats,7.765227779073351,3.437799871339072,4.327427907734279,-1.6438631300175572
WNBA,2025,1611661313,NYL,New York Liberty,44,27,17,0.614,1303,2875,0.453,419,1180,0.355,688,822,0.837,297,1184,1481,960,336,192,608.0,714,3713,1760.0,105.8,100.6,5.2,95.75,3510,0.574,0.526,0.548,0.252,0.689,0.173,0.286,0.483,0.171,0.311,0.247,3534.0,1305.0,3078.0,563.0,761.0,601.0,425.0,1129.0,nba_api:leaguedashteamstats,3.2824378113010155,2.5832354697861692,0.6992023415148463,-0.7857440068808028
WNBA,2025,1611661317,PHO,Phoenix Mercury,44,27,17,0.614,1308,3018,0.433,414,1217,0.34,613,782,0.784,382,1143,1525,921,344,164,594.0,782,3643,1760.0,103.6,100.4,3.2,95.81,3515,0.542,0.502,0.512,0.29,0.704,0.169,0.259,0.486,0.189,0.296,0.28,3525.0,1257.0,2945.0,664.0,826.0,662.0,370.0,1184.0,nba_api:leaguedashteamstats,2.2652277790733533,0.7877998713390673,1.477427907734286,-0.4165904027448284
WNBA,2025,1611661328,SEA,Seattle Storm,44,23,21,0.523,1370,3044,0.45,332,971,0.342,542,703,0.771,303,1058,1361,938,373,223,539.0,751,3614,1770.0,103.0,100.1,2.9,95.28,3508,0.539,0.505,0.514,0.258,0.686,0.154,0.231,0.497,0.201,0.314,0.276,3524.0,1287.0,2907.0,636.0,802.0,708.0,367.0,1216.0,nba_api:leaguedashteamstats,1.488762684858985,0.07507695264652803,1.413685732212457,-0.5566918605955604
WNBA,2025,1611661322,WAS,Washington Mystics,44,16,28,0.364,1230,2801,0.439,248,754,0.329,686,910,0.754,338,1115,1453,846,286,140,672.0,800,3394,1765.0,97.2,103.2,-6.0,94.76,3492,0.53,0.483,0.472,0.288,0.729,0.192,0.325,0.505,0.173,0.271,0.283,3589.0,1291.0,2905.0,655.0,823.0,601.0,322.0,1099.0,nba_api:leaguedashteamstats,-3.9870801113394485,-4.527710863311988,0.5406307519725395,0.44473807047873315
